step,estimate_x,estimate_y,rmse_x,rmse_y,rmse_vx,rmse_vy
409,-26.3041,2.11787,0.0967267,0.0891513,0.4845,0.46017
410,-26.2531,2.28718,0.0967577,0.0890434,0.484487,0.459615
411,-26.1814,2.50847,0.0968153,0.0889383,0.484489,0.45906
412,-26.1103,2.76589,0.0969221,0.0888334,0.484724,0.458522
413,-26.0102,2.9837,0.0970034,0.0887265,0.484304,0.457973
414,-25.906,3.29733,0.0970651,0.0887446,0.483966,0.457684
415,-25.8147,3.53351,0.0971647,0.0888032,0.483543,0.457422
416,-25.7169,3.71869,0.097301,0.0887753,0.483289,0.457028
417,-25.5934,3.92421,0.0974046,0.088726,0.482848,0.456583
418,-25.538,4.07996,0.0977671,0.0886206,0.48276,0.456049
419,-25.4085,4.27712,0.0981027,0.0885159,0.482446,0.455509
420,-25.2493,4.51658,0.098308,0.0884176,0.48214,0.455043
421,-25.0883,4.71792,0.0984159,0.0883171,0.481789,0.45459
422,-24.9805,4.91003,0.0986379,0.0882133,0.481664,0.454142
423,-24.8146,5.10643,0.0987763,0.0881093,0.481278,0.453686
424,-24.6493,5.33816,0.0988589,0.0880251,0.480928,0.453395
425,-24.4687,5.52526,0.0988656,0.0879351,0.480365,0.453017
426,-24.2864,5.69457,0.0988198,0.0878335,0.479813,0.452613
427,-24.1141,5.85923,0.0987564,0.0877328,0.479268,0.452136
